Indicator,Group,State,Time Period Label,Percentage,Confidence Interval
Symptoms of Anxiety Disorder,By State,Utah,"May 7 - May 12, 2020",26.0,21.6 - 30.9
Symptoms of Anxiety Disorder,By State,Vermont,"May 7 - May 12, 2020",31.8,25.3 - 38.8
Symptoms of Anxiety Disorder,By State,Virginia,"May 7 - May 12, 2020",26.8,21.8 - 32.3
Symptoms of Anxiety Disorder,By State,Washington,"May 7 - May 12, 2020",28.5,24.5 - 32.8
Symptoms of Anxiety Disorder,By State,West Virginia,"May 7 - May 12, 2020",34.6,27.3 - 42.4
Symptoms of Anxiety Disorder,By State,Wisconsin,"May 7 - May 12, 2020",25.6,19.4 - 32.6
Symptoms of Anxiety Disorder,By State,Wyoming,"May 7 - May 12, 2020",22.5,15.0 - 31.7
Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,"May 7 - May 12, 2020",34.4,33.3 - 35.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,"May 7 - May 12, 2020",30.6,24.1 - 37.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,"May 7 - May 12, 2020",35.7,30.9 - 40.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,"May 7 - May 12, 2020",38.4,32.6 - 44.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,"May 7 - May 12, 2020",33.0,27.2 - 39.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,"May 7 - May 12, 2020",34.4,30.4 - 38.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,"May 7 - May 12, 2020",32.2,25.7 - 39.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,"May 7 - May 12, 2020",36.0,28.8 - 43.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,"May 7 - May 12, 2020",31.6,26.1 - 37.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,"May 7 - May 12, 2020",40.6,32.9 - 48.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,"May 7 - May 12, 2020",33.6,28.5 - 39.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,"May 7 - May 12, 2020",34.3,28.2 - 40.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,"May 7 - May 12, 2020",27.1,21.7 - 33.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,"May 7 - May 12, 2020",29.2,24.0 - 34.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,"May 7 - May 12, 2020",41.8,37.7 - 46.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,"May 7 - May 12, 2020",34.9,29.4 - 40.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,"May 7 - May 12, 2020",26.1,20.2 - 32.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,"May 7 - May 12, 2020",28.0,22.5 - 34.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,"May 7 - May 12, 2020",37.7,31.0 - 44.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,"May 7 - May 12, 2020",42.8,36.3 - 49.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,"May 7 - May 12, 2020",32.9,26.6 - 39.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,"May 7 - May 12, 2020",34.6,28.4 - 41.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,"May 7 - May 12, 2020",31.0,26.5 - 35.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,"May 7 - May 12, 2020",33.4,28.4 - 38.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,"May 7 - May 12, 2020",27.2,22.2 - 32.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,"May 7 - May 12, 2020",48.4,40.3 - 56.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,"May 7 - May 12, 2020",41.3,35.5 - 47.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,"May 7 - May 12, 2020",27.6,20.7 - 35.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,"May 7 - May 12, 2020",33.4,27.2 - 40.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,"May 7 - May 12, 2020",38.1,32.7 - 43.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,"May 7 - May 12, 2020",35.0,30.0 - 40.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,"May 7 - May 12, 2020",39.6,32.9 - 46.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,"May 7 - May 12, 2020",39.8,31.8 - 48.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,"May 7 - May 12, 2020",36.9,31.6 - 42.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,"May 7 - May 12, 2020",28.1,22.4 - 34.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,"May 7 - May 12, 2020",28.6,21.3 - 36.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,"May 7 - May 12, 2020",32.8,27.5 - 38.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,"May 7 - May 12, 2020",31.0,24.1 - 38.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,"May 7 - May 12, 2020",29.9,25.4 - 34.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,"May 7 - May 12, 2020",32.0,27.2 - 37.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,"May 7 - May 12, 2020",33.8,25.4 - 43.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,"May 7 - May 12, 2020",33.1,27.8 - 38.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,"May 7 - May 12, 2020",29.8,21.5 - 39.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,"May 7 - May 12, 2020",34.7,28.3 - 41.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,"May 7 - May 12, 2020",35.9,31.4 - 40.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,"May 7 - May 12, 2020",30.4,25.1 - 36.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,"May 7 - May 12, 2020",35.7,29.2 - 42.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,"May 7 - May 12, 2020",30.6,25.3 - 36.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,"May 7 - May 12, 2020",35.0,30.8 - 39.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,"May 7 - May 12, 2020",39.0,32.1 - 46.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,"May 7 - May 12, 2020",29.7,23.5 - 36.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,"May 7 - May 12, 2020",27.9,19.3 - 37.9
Symptoms of Depressive Disorder,National Estimate,United States,"May 14 - May 19, 2020",24.4,23.7 - 25.2
Symptoms of Depressive Disorder,By State,Alabama,"May 14 - May 19, 2020",19.6,15.6 - 24.2
Symptoms of Depressive Disorder,By State,Alaska,"May 14 - May 19, 2020",23.6,19.5 - 28.2
Symptoms of Depressive Disorder,By State,Arizona,"May 14 - May 19, 2020",20.0,16.3 - 24.2
Symptoms of Depressive Disorder,By State,Arkansas,"May 14 - May 19, 2020",28.9,24.4 - 33.6
Symptoms of Depressive Disorder,By State,California,"May 14 - May 19, 2020",28.7,25.3 - 32.4
Symptoms of Depressive Disorder,By State,Colorado,"May 14 - May 19, 2020",23.7,19.9 - 27.8
Symptoms of Depressive Disorder,By State,Connecticut,"May 14 - May 19, 2020",20.2,16.5 - 24.3
Symptoms of Depressive Disorder,By State,Delaware,"May 14 - May 19, 2020",21.8,17.9 - 26.2
Symptoms of Depressive Disorder,By State,District of Columbia,"May 14 - May 19, 2020",25.9,18.9 - 33.9
Symptoms of Depressive Disorder,By State,Florida,"May 14 - May 19, 2020",24.3,21.1 - 27.7
Symptoms of Depressive Disorder,By State,Georgia,"May 14 - May 19, 2020",24.8,20.7 - 29.2
Symptoms of Depressive Disorder,By State,Hawaii,"May 14 - May 19, 2020",21.3,16.5 - 26.8
Symptoms of Depressive Disorder,By State,Idaho,"May 14 - May 19, 2020",18.1,14.1 - 22.8
Symptoms of Depressive Disorder,By State,Illinois,"May 14 - May 19, 2020",24.3,20.4 - 28.5
Symptoms of Depressive Disorder,By State,Indiana,"May 14 - May 19, 2020",24.5,20.2 - 29.2
Symptoms of Depressive Disorder,By State,Iowa,"May 14 - May 19, 2020",18.6,14.1 - 23.9
Symptoms of Depressive Disorder,By State,Kansas,"May 14 - May 19, 2020",21.2,17.9 - 24.8
Symptoms of Depressive Disorder,By State,Kentucky,"May 14 - May 19, 2020",22.8,18.8 - 27.1
Symptoms of Depressive Disorder,By State,Louisiana,"May 14 - May 19, 2020",26.5,21.3 - 32.1
Symptoms of Depressive Disorder,By State,Maine,"May 14 - May 19, 2020",25.6,20.3 - 31.4
Symptoms of Depressive Disorder,By State,Maryland,"May 14 - May 19, 2020",20.8,17.9 - 24.0
Symptoms of Depressive Disorder,By State,Massachusetts,"May 14 - May 19, 2020",22.8,20.4 - 25.4
Symptoms of Depressive Disorder,By State,Michigan,"May 14 - May 19, 2020",27.9,23.8 - 32.2
Symptoms of Depressive Disorder,By State,Minnesota,"May 14 - May 19, 2020",20.0,16.5 - 23.9
Symptoms of Depressive Disorder,By State,Mississippi,"May 14 - May 19, 2020",36.4,30.8 - 42.4
Symptoms of Depressive Disorder,By State,Missouri,"May 14 - May 19, 2020",24.3,19.1 - 30.0
Symptoms of Depressive Disorder,By State,Montana,"May 14 - May 19, 2020",21.1,16.3 - 26.6
Symptoms of Depressive Disorder,By State,Nebraska,"May 14 - May 19, 2020",20.4,16.2 - 25.2
Symptoms of Depressive Disorder,By State,Nevada,"May 14 - May 19, 2020",26.9,22.6 - 31.6
Symptoms of Depressive Disorder,By State,New Hampshire,"May 14 - May 19, 2020",20.3,16.8 - 24.2
Symptoms of Depressive Disorder,By State,New Jersey,"May 14 - May 19, 2020",26.9,22.5 - 31.6
Symptoms of Depressive Disorder,By State,New Mexico,"May 14 - May 19, 2020",28.4,23.9 - 33.3
Symptoms of Depressive Disorder,By State,New York,"May 14 - May 19, 2020",23.8,20.0 - 28.0
Symptoms of Depressive Disorder,By State,North Carolina,"May 14 - May 19, 2020",22.6,17.3 - 28.7
Symptoms of Depressive Disorder,By State,North Dakota,"May 14 - May 19, 2020",22.5,16.9 - 29.0
Symptoms of Depressive Disorder,By State,Ohio,"May 14 - May 19, 2020",27.0,21.8 - 32.7
Symptoms of Depressive Disorder,By State,Oklahoma,"May 14 - May 19, 2020",25.7,20.2 - 31.7
Symptoms of Depressive Disorder,By State,Oregon,"May 14 - May 19, 2020",22.7,19.4 - 26.4
Symptoms of Depressive Disorder,By State,Pennsylvania,"May 14 - May 19, 2020",19.8,16.1 - 24.0
Symptoms of Depressive Disorder,By State,Rhode Island,"May 14 - May 19, 2020",18.8,14.3 - 24.0
Symptoms of Depressive Disorder,By State,South Carolina,"May 14 - May 19, 2020",25.3,21.3 - 29.7
Symptoms of Depressive Disorder,By State,South Dakota,"May 14 - May 19, 2020",22.7,16.7 - 29.7
Symptoms of Depressive Disorder,By State,Tennessee,"May 14 - May 19, 2020",25.6,21.6 - 29.9
Symptoms of Depressive Disorder,By State,Texas,"May 14 - May 19, 2020",24.9,21.8 - 28.1
Symptoms of Depressive Disorder,By State,Utah,"May 14 - May 19, 2020",21.2,17.8 - 24.9
Symptoms of Depressive Disorder,By State,Vermont,"May 14 - May 19, 2020",19.0,15.4 - 23.1
Symptoms of Depressive Disorder,By State,Virginia,"May 14 - May 19, 2020",25.4,21.7 - 29.4
Symptoms of Depressive Disorder,By State,Washington,"May 14 - May 19, 2020",23.2,20.2 - 26.5
Symptoms of Depressive Disorder,By State,West Virginia,"May 14 - May 19, 2020",27.0,20.9 - 33.9
Symptoms of Depressive Disorder,By State,Wisconsin,"May 14 - May 19, 2020",20.3,16.3 - 24.7
Symptoms of Depressive Disorder,By State,Wyoming,"May 14 - May 19, 2020",20.7,15.1 - 27.2
Symptoms of Anxiety Disorder,National Estimate,United States,"May 14 - May 19, 2020",28.2,27.6 - 28.9
Symptoms of Anxiety Disorder,By State,Alabama,"May 14 - May 19, 2020",20.7,16.7 - 25.1
Symptoms of Anxiety Disorder,By State,Alaska,"May 14 - May 19, 2020",26.2,22.0 - 30.7
Symptoms of Anxiety Disorder,By State,Arizona,"May 14 - May 19, 2020",29.0,25.1 - 33.2
Symptoms of Anxiety Disorder,By State,Arkansas,"May 14 - May 19, 2020",28.7,24.7 - 32.9
Symptoms of Anxiety Disorder,By State,California,"May 14 - May 19, 2020",32.3,29.0 - 35.7
Symptoms of Anxiety Disorder,By State,Colorado,"May 14 - May 19, 2020",27.6,24.2 - 31.3
Symptoms of Anxiety Disorder,By State,Connecticut,"May 14 - May 19, 2020",28.7,24.2 - 33.5
Symptoms of Anxiety Disorder,By State,Delaware,"May 14 - May 19, 2020",26.6,22.0 - 31.6
Symptoms of Anxiety Disorder,By State,District of Columbia,"May 14 - May 19, 2020",33.3,26.0 - 41.3
Symptoms of Anxiety Disorder,By State,Florida,"May 14 - May 19, 2020",28.2,25.1 - 31.4
Symptoms of Anxiety Disorder,By State,Georgia,"May 14 - May 19, 2020",27.6,23.7 - 31.7
Symptoms of Anxiety Disorder,By State,Hawaii,"May 14 - May 19, 2020",24.1,19.0 - 29.8
Symptoms of Anxiety Disorder,By State,Idaho,"May 14 - May 19, 2020",24.0,19.4 - 29.2
Symptoms of Anxiety Disorder,By State,Illinois,"May 14 - May 19, 2020",28.5,24.7 - 32.6
Symptoms of Anxiety Disorder,By State,Indiana,"May 14 - May 19, 2020",32.6,27.5 - 38.0
Symptoms of Anxiety Disorder,By State,Iowa,"May 14 - May 19, 2020",19.0,14.7 - 24.0
Symptoms of Anxiety Disorder,By State,Kansas,"May 14 - May 19, 2020",26.7,22.8 - 30.9
Symptoms of Anxiety Disorder,By State,Kentucky,"May 14 - May 19, 2020",27.7,23.5 - 32.2
Symptoms of Anxiety Disorder,By State,Louisiana,"May 14 - May 19, 2020",27.9,22.8 - 33.5
Symptoms of Anxiety Disorder,By State,Maine,"May 14 - May 19, 2020",30.6,24.7 - 36.9
Symptoms of Anxiety Disorder,By State,Maryland,"May 14 - May 19, 2020",28.3,25.1 - 31.7
Symptoms of Anxiety Disorder,By State,Massachusetts,"May 14 - May 19, 2020",27.4,24.1 - 30.9
Symptoms of Anxiety Disorder,By State,Michigan,"May 14 - May 19, 2020",28.5,24.4 - 32.9
Symptoms of Anxiety Disorder,By State,Minnesota,"May 14 - May 19, 2020",27.1,22.7 - 31.9
Symptoms of Anxiety Disorder,By State,Mississippi,"May 14 - May 19, 2020",36.1,29.1 - 43.6
Symptoms of Anxiety Disorder,By State,Missouri,"May 14 - May 19, 2020",30.4,25.2 - 36.0
Symptoms of Anxiety Disorder,By State,Montana,"May 14 - May 19, 2020",25.7,20.7 - 31.1
Symptoms of Anxiety Disorder,By State,Nebraska,"May 14 - May 19, 2020",23.3,18.8 - 28.4
Symptoms of Anxiety Disorder,By State,Nevada,"May 14 - May 19, 2020",29.0,25.0 - 33.3
Symptoms of Anxiety Disorder,By State,New Hampshire,"May 14 - May 19, 2020",25.2,21.2 - 29.5
Symptoms of Anxiety Disorder,By State,New Jersey,"May 14 - May 19, 2020",34.4,29.1 - 40.0
Symptoms of Anxiety Disorder,By State,New Mexico,"May 14 - May 19, 2020",29.6,25.4 - 34.2
Symptoms of Anxiety Disorder,By State,New York,"May 14 - May 19, 2020",26.8,23.1 - 30.8
Symptoms of Anxiety Disorder,By State,North Carolina,"May 14 - May 19, 2020",28.4,23.4 - 33.9
Symptoms of Anxiety Disorder,By State,North Dakota,"May 14 - May 19, 2020",26.2,19.7 - 33.5
Symptoms of Anxiety Disorder,By State,Ohio,"May 14 - May 19, 2020",26.2,22.5 - 30.2
Symptoms of Anxiety Disorder,By State,Oklahoma,"May 14 - May 19, 2020",25.2,19.8 - 31.3
Symptoms of Anxiety Disorder,By State,Oregon,"May 14 - May 19, 2020",24.2,20.3 - 28.4
Symptoms of Anxiety Disorder,By State,Pennsylvania,"May 14 - May 19, 2020",25.8,22.3 - 29.5
Symptoms of Anxiety Disorder,By State,Rhode Island,"May 14 - May 19, 2020",23.9,18.8 - 29.6
Symptoms of Anxiety Disorder,By State,South Carolina,"May 14 - May 19, 2020",28.5,23.8 - 33.5
Symptoms of Anxiety Disorder,By State,South Dakota,"May 14 - May 19, 2020",22.3,16.4 - 29.1
Symptoms of Anxiety Disorder,By State,Tennessee,"May 14 - May 19, 2020",24.8,20.5 - 29.5
Symptoms of Anxiety Disorder,By State,Texas,"May 14 - May 19, 2020",28.8,26.1 - 31.7
Symptoms of Anxiety Disorder,By State,Utah,"May 14 - May 19, 2020",26.1,22.4 - 30.1
Symptoms of Anxiety Disorder,By State,Vermont,"May 14 - May 19, 2020",25.8,21.5 - 30.4
Symptoms of Anxiety Disorder,By State,Virginia,"May 14 - May 19, 2020",26.8,23.3 - 30.6
Symptoms of Anxiety Disorder,By State,Washington,"May 14 - May 19, 2020",28.9,25.8 - 32.1
Symptoms of Anxiety Disorder,By State,West Virginia,"May 14 - May 19, 2020",29.3,22.0 - 37.4
Symptoms of Anxiety Disorder,By State,Wisconsin,"May 14 - May 19, 2020",23.4,18.8 - 28.5
Symptoms of Anxiety Disorder,By State,Wyoming,"May 14 - May 19, 2020",24.1,17.7 - 31.6
Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,"May 14 - May 19, 2020",33.9,33.1 - 34.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,"May 14 - May 19, 2020",25.2,20.5 - 30.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,"May 14 - May 19, 2020",32.7,27.8 - 37.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,"May 14 - May 19, 2020",32.1,28.0 - 36.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,"May 14 - May 19, 2020",35.2,30.9 - 39.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,"May 14 - May 19, 2020",38.8,35.1 - 42.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,"May 14 - May 19, 2020",33.1,29.2 - 37.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,"May 14 - May 19, 2020",33.9,29.1 - 39.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,"May 14 - May 19, 2020",31.8,26.8 - 37.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,"May 14 - May 19, 2020",37.3,29.7 - 45.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,"May 14 - May 19, 2020",33.5,30.2 - 37.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,"May 14 - May 19, 2020",33.6,29.1 - 38.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,"May 14 - May 19, 2020",29.1,23.4 - 35.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,"May 14 - May 19, 2020",27.6,22.5 - 33.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,"May 14 - May 19, 2020",35.2,31.1 - 39.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,"May 14 - May 19, 2020",37.3,32.4 - 42.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,"May 14 - May 19, 2020",23.8,19.0 - 29.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,"May 14 - May 19, 2020",31.1,27.0 - 35.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,"May 14 - May 19, 2020",35.5,30.7 - 40.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,"May 14 - May 19, 2020",34.2,28.3 - 40.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,"May 14 - May 19, 2020",34.2,28.5 - 40.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,"May 14 - May 19, 2020",32.7,28.8 - 36.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,"May 14 - May 19, 2020",32.0,28.8 - 35.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,"May 14 - May 19, 2020",35.0,30.7 - 39.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,"May 14 - May 19, 2020",29.7,25.2 - 34.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,"May 14 - May 19, 2020",44.3,37.4 - 51.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,"May 14 - May 19, 2020",35.4,29.6 - 41.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,"May 14 - May 19, 2020",29.7,24.4 - 35.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,"May 14 - May 19, 2020",26.2,21.5 - 31.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,"May 14 - May 19, 2020",36.9,32.8 - 41.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,"May 14 - May 19, 2020",28.8,24.5 - 33.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,"May 14 - May 19, 2020",39.3,34.0 - 44.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,"May 14 - May 19, 2020",37.4,32.7 - 42.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,"May 14 - May 19, 2020",34.9,30.5 - 39.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,"May 14 - May 19, 2020",32.2,26.8 - 38.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,"May 14 - May 19, 2020",31.9,24.9 - 39.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,"May 14 - May 19, 2020",33.9,28.5 - 39.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,"May 14 - May 19, 2020",29.8,24.2 - 35.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,"May 14 - May 19, 2020",31.7,27.8 - 35.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,"May 14 - May 19, 2020",30.0,26.1 - 34.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,"May 14 - May 19, 2020",26.2,20.9 - 32.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,"May 14 - May 19, 2020",31.3,26.6 - 36.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,"May 14 - May 19, 2020",27.8,21.1 - 35.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,"May 14 - May 19, 2020",32.5,27.9 - 37.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,"May 14 - May 19, 2020",34.8,31.8 - 37.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,"May 14 - May 19, 2020",30.3,26.5 - 34.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,"May 14 - May 19, 2020",29.6,25.3 - 34.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,"May 14 - May 19, 2020",32.2,28.5 - 35.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,"May 14 - May 19, 2020",33.0,29.8 - 36.2
